"player_id","season","player_display_name","games","sacks_suffered_pg","sack_yards_lost_pg","sack_fumbles_pg","sack_fumbles_lost_pg","carries_pg","rushing_yards_pg","rushing_tds_pg","rushing_fumbles_pg","rushing_fumbles_lost_pg","rushing_first_downs_pg","rushing_epa_pg","rushing_2pt_conversions_pg","receptions_pg","targets_pg","receiving_yards_pg","receiving_tds_pg","receiving_fumbles_pg","receiving_fumbles_lost_pg","receiving_air_yards_pg","receiving_yards_after_catch_pg","receiving_first_downs_pg","receiving_epa_pg","receiving_2pt_conversions_pg","racr_pg","target_share_pg","air_yards_share_pg","wopr_pg","fumble_recovery_own_pg","fumble_recovery_yards_own_pg","fumble_recovery_tds_pg","penalties_pg","penalty_yards_pg","target_season","target_fp_ppr","target_games"
"00-0009323",2009,"Jimmy Kleinsasser",12,0,0,0,0,0,0,0,0,0,0,NA,0,0.833333333333333,1.33333333333333,5.83333333333333,0,0,0,8.75,2.33333333333333,0.25,-0.311518508251729,0,0.872927689594357,0.039568776117781,0.0359217578845972,0.0844983946958896,0,0,0,0.416666666666667,2.5,2010,2.12,15
"00-0009323",2010,"Jimmy Kleinsasser",15,0,0,0,0,0,0,0,0,0,0,NA,0,1.13333333333333,1.4,9.86666666666667,0,0,0,5.6,5.2,0.4,-0.00769358619976767,0,3.77331932773109,0.0486316725292519,0.0210741026652572,0.0876993806595578,0.0666666666666667,0.0666666666666667,0,0.4,3,2011,0.175,8
"00-0009443",2004,"Brian Kozlowski",5,0,0,0,0,0,0,0,0,0,0,NA,0,0.6,0,5.8,0,0,0,0,0,0.6,1.30530876555713,0,0,NA,NA,NA,0,0,0,0.2,1,2005,1.15,4
"00-0009443",2005,"Brian Kozlowski",4,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,0,6.5,0,0,0,0,0,0.25,0.589885671128286,0,0,NA,NA,NA,0,0,0,0,0,2006,1.1,1
"00-0009443",2006,"Brian Kozlowski",1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,1,0,-0.835644292004872,0,0,NA,0,NA,0,0,0,0,0,2007,1.5,1
"00-0009842",2004,"Chad Lewis",12,0,0,0,0,0,0,0,0,0,0,NA,0,2.41666666666667,0,22.25,0.25,0,0,0,0,1.33333333333333,1.92187564682338,0,0,NA,NA,NA,0,0,0,0.5,4.08333333333333,2005,2.28,5
"00-0010333",2004,"Kris Mangum",14,0,0,0,0,0,0,0,0,0,0,NA,0,2.42857142857143,0,23.0714285714286,0.214285714285714,0,0,0,0,1.35714285714286,1.96120609700581,0,0,NA,NA,NA,0,0,0,0.214285714285714,1.71428571428571,2005,4.6,12
"00-0010333",2005,"Kris Mangum",12,0,0,0,0,0,0,0,0,0,0,NA,0,1.91666666666667,0,16.8333333333333,0.166666666666667,0,0,0,0,1.25,1.75480929561006,0,0,NA,NA,NA,0,0,0,0.25,1.66666666666667,2006,4.88888888888889,9
"00-0011236",2004,"Billy Miller",12,0,0,0,0,0,0,0,0,0,0,NA,0,1.41666666666667,0,14.8333333333333,0.0833333333333333,0.0833333333333333,0,0,0,1,1.2835586384954,0,0,NA,NA,NA,0,0,0,0.5,3.66666666666667,2005,0,1
"00-0011236",2005,"Billy Miller",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,1,5,2006,3.3625,8
"00-0011236",2006,"Billy Miller",8,0,0,0,0,0,0,0,0,0,0,NA,0,1.75,0,16.125,0,0.125,0.125,0,5.5,0.875,0.82737758902114,0.125,0,NA,0,NA,0,0,0,0.25,1.25,2007,5.52307692307692,13
"00-0011236",2007,"Billy Miller",13,0,0,0,0,0,0,0,0,0,0,NA,0,2.07692307692308,0,25.2307692307692,0.153846153846154,0,0,0,14.6153846153846,1.53846153846154,2.01004809207613,0,0,0,0,0,0,0,0,0.230769230769231,1.53846153846154,2008,9.075,12
"00-0011551",2004,"Dave Moore",4,0,0,0,0,0,0,0,0,0,0,NA,0,0.75,0,4.25,0,0,0,0,0,0.5,1.08276585536078,0,0,NA,NA,NA,0,0,0,0,0,2005,1.5,1
"00-0011551",2005,"Dave Moore",1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,5,0,0,0,0,0,1,0.507572334492579,0,0,NA,NA,NA,0,0,0,0,0,2006,-0.05,2
"00-0013080",2004,"Marcus Pollard",11,0,0,0,0,0,0,0,0,0,0,NA,0,2.63636363636364,0,28.0909090909091,0.545454545454545,0,0,0,0,1.54545454545455,2.55194249769852,0,0,NA,NA,NA,0,0,0,0.545454545454545,3.18181818181818,2005,7.64,15
"00-0013080",2005,"Marcus Pollard",15,0,0,0,0,0,0,0,0,0,0,NA,0,3.13333333333333,0,34.4,0.2,0.0666666666666667,0.0666666666666667,0,0,1.86666666666667,2.26879085420527,0,0,NA,NA,NA,0,0,0,0.133333333333333,1.33333333333333,2006,2.2,10
"00-0013080",2006,"Marcus Pollard",10,0,0,0,0,0,0,0,0,0,0,NA,0,1.2,0,10,0,0,0,0,6.2,0.6,0.408538714277609,0,0,NA,0,NA,0,0,0,0.1,0.5,2007,5.17692307692308,13
"00-0014655",2004,"Mike Sellers",15,0,0,0,0,0,0,0,0,0,0,NA,0,0.0666666666666667,0,0.933333333333333,0,0,0,0,0,0.0666666666666667,2.31949234649073,0,0,NA,NA,NA,0,0,0,0.4,3.66666666666667,2005,5.60833333333333,12
"00-0014655",2005,"Mike Sellers",12,0,0,0,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0,0.0833333333333333,0.673461443308042,0,1,0,6,0.583333333333333,0,0,0,0,0.75,1.64058758406706,0,0,NA,NA,NA,0,0,0,0.333333333333333,2.91666666666667,2006,2.475,16
"00-0014655",2006,"Mike Sellers",16,0,0,0,0,0.75,3.1875,0,0,0,0.4375,0.735322834099255,0,1.125,0,6.5625,0.0625,0,0,0,4.9375,0.375,0.424102338657989,0,0,NA,0,NA,0,0,0,0.125,1.25,2007,3.89285714285714,14
"00-0014655",2007,"Mike Sellers",14,0,0,0,0,1.85714285714286,5.57142857142857,0.142857142857143,0,0,0.642857142857143,-0.355863444523448,0,1.21428571428571,0,8.35714285714286,0.0714285714285714,0.0714285714285714,0,0,4.35714285714286,0.571428571428571,0.892742763551521,0,0,NA,0,NA,0,0,0,0.214285714285714,1.78571428571429,2008,2.01428571428571,14
"00-0014655",2008,"Mike Sellers",14,0,0,0,0,0.428571428571429,1.71428571428571,0,0.0714285714285714,0.0714285714285714,0.0714285714285714,-1.50655552966055,0,0.857142857142857,0.0714285714285714,7,0.0714285714285714,0,0,-0.0714285714285714,4.35714285714286,0.357142857142857,0.415062191044855,0,0,1,-0.000513874614594039,1.49496402877698,0,0,0,0.142857142857143,0.928571428571429,2009,2.97333333333333,15
"00-0014655",2009,"Mike Sellers",15,0,0,0,0,0,0,0,0,0,0,NA,0,1.13333333333333,1.73333333333333,11.7333333333333,0.133333333333333,0.0666666666666667,0.0666666666666667,7.73333333333333,5.73333333333333,0.533333333333333,-0.0377380257996262,0,1.94145866232981,0.050763520437826,0.0372404617469252,0.102213603879587,0.0666666666666667,0.0666666666666667,0,0.266666666666667,1.93333333333333,2010,2.7875,16
"00-0014655",2010,"Mike Sellers",16,0,0,0,0,0.25,0.125,0,0,0,0.0625,-0.484093461942393,0,1.25,2.5,14,0,0,0,10.6875,9.25,0.5625,-0.489666200946272,0.0625,2.19202769597356,0.0690170782571643,0.0374607193583881,0.129748120936618,0,0,0,0.125,1.5625,2011,0.416666666666667,6
"00-0016677",2004,"Jerame Tuman",7,0,0,0,0,0,0,0,0,0,0,NA,0,1.28571428571429,0,12.7142857142857,0.428571428571429,0,0,0,0,0.714285714285714,2.18980823219754,0,0,NA,NA,NA,0,0,0,0.428571428571429,2.85714285714286,2005,2.9,3
"00-0016677",2005,"Jerame Tuman",3,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,19,0,0,0,0,0,0.666666666666667,1.06667922957179,0,0,NA,NA,NA,0,0,0,0.333333333333333,3.33333333333333,2006,2.9,7
"00-0016677",2006,"Jerame Tuman",7,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,10.4285714285714,0.142857142857143,0,0,0,4.42857142857143,0.714285714285714,1.06910640120207,0,0,NA,0,NA,0,0,0,0.142857142857143,0.714285714285714,2007,3.95,2
"00-0016677",2007,"Jerame Tuman",2,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,0,4.5,0.5,0,0,0,0,0.5,2.77266698947642,0,0,NA,0,NA,0,0,0,0.5,5,2008,7.1,1
